시도,시군구,도로명,주소,유형,높이_cm,폭_cm,위도,경도,연속형여부,보차분리여부,밀집개수,경사도_도,충격점수,미터당감점
경기도,파주시,내산길,경기도 파주시 조리읍 봉일천리 181-36,원호형,10.0,360.0,37.747266,126.805961,N,N,1,0.0,1.0,0.0
경기도,파주시,내산길,경기도 파주시 조리읍 봉일천리 278,원호형,10.0,360.0,37.747181,126.806664,N,Y,1,1.91,1.014,0.0
경기도,파주시,내산길,경기도 파주시 조리읍 봉일천리 276,원호형,10.0,360.0,37.747247,126.807124,N,Y,1,9.51,1.066,0.0
경기도,파주시,내산길,경기도 파주시 조리읍 봉일천리 181-36,가상형,0.0,0.0,37.747202,126.806871,N,N,1,9.51,0.0,0.0
경기도,파주시,내산길,경기도 파주시 조리읍 봉일천리 269,원호형,10.0,360.0,37.746985,126.8090202,N,Y,1,0.0,1.0,0.0
경기도,파주시,내산길,경기도 파주시 조리읍 봉일천리 183-40,가상형,0.0,0.0,37.746638,126.808078,N,Y,1,0.0,0.0,0.0
경기도,파주시,내산길,경기도 파주시 조리읍 봉일천리 236-24,가상형,0.0,0.0,37.746343,126.809055,Y,Y,1,0.0,0.0,0.0
경기도,파주시,내산길,경기도 파주시 조리읍 봉일천리 236-28,원호형,10.0,360.0,37.746302,126.809123,Y,Y,1,0.0,1.0,0.0
경기도,파주시,내산길,경기도 파주시 조리읍 봉일천리 236-31,가상형,0.0,0.0,37.746345,126.809381,N,Y,1,0.0,0.0,0.0
경기도,파주시,내산길,경기도 파주시 조리읍 봉일천리 275,가상형,0.0,0.0,37.746897,126.809241,N,Y,1,0.0,0.0,0.0
경기도,파주시,내산길,경기도 파주시 조리읍 봉일천리 275,원호형,10.0,360.0,37.746925,126.808412,N,Y,1,9.46,1.066,0.0
경기도,파주시,두루봉로,경기도 파주시 조리읍 봉일천리 262-33,원호형,10.0,360.0,37.746977,126.810117,Y,Y,1,0.95,1.007,0.0
경기도,파주시,두루봉로,경기도 파주시 조리읍 봉일천리 262-30,원호형,10.0,360.0,37.747169,126.810204,Y,Y,1,0.95,1.007,0.0
경기도,파주시,두루봉로,경기도 파주시 조리읍 봉일천리 262-7,원호형,10.0,360.0,37.747185,126.810755,Y,Y,1,0.0,1.0,0.0
경기도,파주시,두루봉로,경기도 파주시 조리읍 봉일천리 262-7,원호형,10.0,360.0,37.747093,126.810922,Y,Y,1,0.95,1.007,0.0
경기도,파주시,두루봉로,경기도 파주시 조리읍 봉일천리 262-33,원호형,10.0,360.0,37.746806,126.810095,N,N,1,0.0,1.0,0.0
경기도,파주시,두루봉로,경기도 파주시 조리읍 봉일천리 산 32-5,원호형,10.0,360.0,37.745576,126.810208,N,Y,1,13.64,1.093,0.0
경기도,파주시,솔바위골길,경기도 파주시 조리읍 봉일천리 78-1,원호형,10.0,360.0,37.741421,126.820629,N,N,1,0.0,1.0,0.0
경기도,파주시,삼릉로,경기도 파주시 조리읍 봉일천리 64-7,원호형,10.0,360.0,37.740563,126.826519,Y,Y,1,2.7,1.019,0.0
경기도,파주시,삼릉로,경기도 파주시 조리읍 봉일천리 64-41,가상형,0.0,0.0,37.739453,126.825132,N,Y,1,0.0,0.0,0.0
경기도,파주시,삼릉로,경기도 파주시 조리읍 봉일천리 62-111,가상형,0.0,0.0,37.738726,126.824283,N,Y,1,0.0,0.0,0.0
경기도,파주시,전나무길,경기도 파주시 조리읍 봉일천리 60-22,원호형,10.0,360.0,37.737901,126.823893,N,N,1,0.0,1.0,0.0
경기도,파주시,전나무길,경기도 파주시 조리읍 봉일천리 8-92,가상형,0.0,0.0,37.737461,126.824884,N,N,1,0.0,0.0,0.0
경기도,파주시,전나무길,경기도 파주시 조리읍 봉일천리 8-42,원호형,8.0,200.0,37.737614,126.824662,N,Y,1,0.0,0.8,0.0
경기도,파주시,전나무길,경기도 파주시 조리읍 봉일천리 8-61,원호형,8.0,200.0,37.736773,126.825473,N,N,1,0.0,0.8,0.0
경기도,파주시,팔학골길,경기도 파주시 조리읍 봉일천리 3-135,가상형,0.0,0.0,37.740079,126.829566,N,N,1,2.86,0.0,0.0
경기도,파주시,팔학골길,경기도 파주시 조리읍 봉일천리 3-135,가상형,0.0,0.0,37.738902,126.830289,N,N,1,3.44,0.0,0.0
경기도,파주시,팔학골길,경기도 파주시 조리읍 봉일천리 62-89,가상형,0.0,0.0,37.738101,126.831352,N,N,1,4.76,0.0,0.0
경기도,파주시,팔학골길,경기도 파주시 조리읍 봉일천리 62-8,원호형,8.0,200.0,37.737429,126.8323223,N,N,1,4.26,0.824,0.0
경기도,파주시,팔학골길,경기도 파주시 조리읍 봉일천리 62-178,원호형,8.0,200.0,37.737037,126.832398,Y,N,1,5.39,0.83,0.0
경기도,파주시,팔학골길,경기도 파주시 조리읍 봉일천리 62-55,원호형,8.0,200.0,37.736824,126.832614,Y,N,1,2.7,0.815,0.0
경기도,파주시,팔학골길,경기도 파주시 조리읍 봉일천리 62-210,가상형,0.0,0.0,37.736693,126.832719,N,N,1,0.95,0.0,0.0
경기도,파주시,팔학골길,경기도 파주시 조리읍 봉일천리 73-78,원호형,10.0,360.0,37.736303,126.832703,N,N,1,2.13,1.015,0.0
경기도,파주시,팔학골길,경기도 파주시 조리읍 봉일천리 73-78,가상형,0.0,0.0,37.736447,126.832385,N,N,1,1.35,0.0,0.0
경기도,파주시,팔학골길,경기도 파주시 조리읍 봉일천리 62-57,원호형,8.0,200.0,37.736808,126.832946,Y,N,1,0.95,0.805,0.0
경기도,파주시,팔학골길,경기도 파주시 조리읍 봉일천리 62-57,원호형,8.0,200.0,37.736854,126.833054,Y,N,1,0.95,0.805,0.0
경기도,파주시,검산로,,원호형,10.0,360.0,37.790047,126.741644,N,N,1,8.16,1.057,0.0
경기도,파주시,검산로,,원호형,10.0,360.0,37.790846,126.742782,N,N,1,6.72,1.047,0.0
경기도,파주시,노루마당길,경기도 파주시 검산동,가상형,0.0,0.0,37.790725,126.743611,N,N,1,8.53,0.0,0.0
경기도,파주시,노루마당길,,원호형,15.0,360.0,37.787661,126.747384,N,N,1,15.04,1.653,0.0
경기도,파주시,노루마당길,경기도 파주시 검산동,원호형,2.0,200.0,37.787288,126.747315,N,N,1,5.71,0.208,0.0
경기도,파주시,찬우물길,,사다리꼴,5.0,200.0,37.781561,126.748038,N,N,1,2.7,0.662,0.0
경기도,파주시,찬우물길,,원호형,5.0,200.0,37.787066,126.747451,Y,N,1,0.95,0.503,0.0
경기도,파주시,찬우물길,,원호형,10.0,360.0,37.787651,126.746025,Y,N,1,8.74,1.061,0.0
경기도,파주시,찬우물길,,원호형,10.0,360.0,37.787548,126.743465,N,N,1,3.81,1.027,0.0
경기도,파주시,찬우물길,,원호형,10.0,360.0,37.786931,126.743421,Y,N,1,0.0,1.0,0.0
경기도,파주시,찬우물길,,원호형,5.0,200.0,37.787255,126.742714,Y,N,1,0.95,0.503,0.0
경기도,파주시,검산로,,원호형,10.0,360.0,37.791111,126.742808,N,N,1,5.79,1.041,0.0
경기도,파주시,검산로,경기도 파주시 검산동,가상형,0.0,0.0,37.792786,126.442673,N,N,1,0.0,0.0,0.0
경기도,파주시,검산로,,가상형,0.0,0.0,37.793376,126.442622,N,N,1,4.86,0.0,0.0
경기도,파주시,검산로,,가상형,0.0,0.0,37.795419,126.740732,N,N,1,0.0,0.0,0.0
경기도,파주시,검산로,,가상형,0.0,0.0,37.797207,126.741087,N,N,1,1.35,0.0,0.0
경기도,파주시,검산로,,원호형,15.0,360.0,37.797393,126.442795,N,N,1,0.0,1.5,0.0
경기도,파주시,검산로301,경기도 파주시 검산동,원호형,10.0,360.0,37.797379,126.441959,Y,N,1,0.0,1.0,0.0
경기도,파주시,검산로301,,원호형,10.0,360.0,37.797341,126.442035,Y,N,1,0.0,1.0,0.0
경기도,파주시,검산로301,,원호형,10.0,360.0,37.797775,126.442248,Y,Y,1,0.95,1.007,0.0
경기도,파주시,검산로301,경기도 파주시 검산동,원호형,2.0,200.0,37.797574,126.442476,Y,Y,1,0.0,0.2,0.0
경기도,파주시,검산로309,경기도 파주시 검산동,가상형,0.0,0.0,37.798746,126.740551,N,N,1,3.81,0.0,0.0
경기도,파주시,풀무골로,경기도 파주시 야동동,원호형,10.0,360.0,37.774108,126.756746,Y,N,1,0.0,1.0,0.0
경기도,파주시,풀무골로,,원호형,15.0,360.0,37.774308,126.756731,Y,N,1,0.0,1.5,0.0
경기도,파주시,풀무골로,경기도 파주시 야동동,원호형,15.0,360.0,37.775031,126.756406,Y,N,1,0.0,1.5,0.0
경기도,파주시,풀무골로,,원호형,10.0,360.0,37.775675,126.756432,Y,N,1,0.0,1.0,0.0
경기도,파주시,보광로1100번길,경기도 파주시 광탄면 마장리 202-8,가상형,0.0,0.0,37.79038459,126.877708,Y,N,1,0.0,0.0,0.0
경기도,파주시,샘우골길,경기도 파주시 광탄면 마장리 157-9,가상형,0.0,0.0,37.783151,126.884695,Y,N,1,7.42,0.0,0.0
경기도,파주시,샘우골길,경기도 파주시 광탄면 마장리 159-1,원호형,8.0,200.0,37.783225,126.8845635,Y,N,1,7.42,0.841,0.0
경기도,파주시,보광로,경기도 파주시 광탄면 마장리 396-12,원호형,10.0,360.0,37.779255,126.878356,Y,N,1,0.0,1.0,0.0
경기도,파주시,보광로,경기도 파주시 광탄면 마장리 408-23,가상형,0.0,0.0,37.778582,126.879152,Y,N,1,0.0,0.0,0.0
경기도,파주시,보광로,경기도 파주시 광탄면 마장리 412-4,가상형,0.0,0.0,37.777408,126.880933,Y,N,1,5.55,0.0,0.0
경기도,파주시,보광로,경기도 파주시 광탄면 마장리 412-1,가상형,0.0,0.0,37.777253,126.881276,Y,N,1,6.09,0.0,0.0
경기도,파주시,보광로,경기도 파주시 광탄면 마장리 119-3,가상형,0.0,0.0,37.776579,126.882682,Y,N,1,4.26,0.0,0.0
경기도,파주시,보광로,경기도 파주시 광탄면 마장리 119-4,원호형,10.0,360.0,37.776331,126.882969,Y,N,1,3.93,1.028,0.0
경기도,파주시,보광로,경기도 파주시 광탄면 마장리 119-4,원호형,10.0,360.0,37.776088,126.883276,Y,N,1,2.86,1.02,0.0
경기도,파주시,심궁로,경기도 파주시 광탄면 마장리 439-5,기타,8.0,200.0,37.775064,126.881433,Y,N,1,0.0,0.8,0.0
경기도,파주시,심궁로,경기도 파주시 광탄면 마장리 439-4,기타,8.0,200.0,37.774972,126.881754,Y,N,1,0.0,0.8,0.0
경기도,파주시,문향로75번길,경기도 파주시 문산읍 당동리 86-11,원호형,8.0,200.0,37.8619082,126.7826597,N,Y,1,0.0,0.8,0.0
경기도,파주시,문향로75번길,경기도 파주시 문산읍 당동리 86-11,원호형,8.0,200.0,37.8619386,126.7830129,N,N,1,0.95,0.805,0.0
경기도,파주시,봉미로31번길,경기도 파주시 문산읍 당동리 86-15,원호형,8.0,200.0,37.8614079,126.7828566,N,Y,1,0.95,0.805,0.0
경기도,파주시,봉미로31번길,경기도 파주시 문산읍 당동리 86-6,원호형,8.0,200.0,37.8613835,126.7825485,N,N,1,5.13,0.829,0.0
경기도,파주시,방촌로,경기도 파주시 문산읍 당동리 872,원호형,10.0,360.0,37.8620887,126.7804041,N,Y,1,0.0,1.0,0.0
경기도,파주시,방촌로 1662,경기도 파주시 문산읍 당동리 871,원호형,8.0,200.0,37.8620636,126.7805075,N,Y,1,0.0,0.8,0.0
경기도,파주시,방촌로 1660,경기도 파주시 문산읍 당동리 874,원호형,8.0,200.0,37.8619682,126.7804627,N,Y,1,0.0,0.8,0.0
경기도,파주시,방촌로,경기도 파주시 문산읍 당동리 872,원호형,8.0,200.0,37.8619088,126.7805907,N,Y,1,0.0,0.8,0.0
경기도,파주시,방촌로,경기도 파주시 문산읍 당동리 872,가상형,0.0,0.0,37.8617126,126.7808243,N,Y,1,0.0,0.0,0.0
경기도,파주시,방촌로,경기도 파주시 문산읍 당동리 872,원호형,8.0,200.0,37.8616771,126.7809597,N,Y,1,0.95,0.805,0.0
경기도,파주시,방촌로 1660,경기도 파주시 문산읍 당동리 874,원호형,8.0,200.0,37.8615697,126.7809299,N,Y,1,4.04,0.823,0.0
경기도,파주시,방촌로,경기도 파주시 문산읍 당동리 872,원호형,10.0,360.0,37.8614629,126.7811332,N,Y,1,4.04,1.028,0.0
경기도,파주시,방촌로,경기도 파주시 문산읍 당동리 872,원호형,8.0,200.0,37.8612845,126.7813893,N,N,1,10.22,0.857,0.0
경기도,파주시,술이홀로,경기도 파주시 법원읍 금곡리 319-1,가상형,0.0,0.0,37.88565239,126.8778875,Y,Y,1,0.0,0.0,0.0
경기도,파주시,술이홀로,경기도 파주시 법원읍 금곡리 336-5,가상형,0.0,0.0,37.88476522,126.8781988,Y,Y,1,0.0,0.0,0.0
경기도,파주시,술이홀로,경기도 파주시 법원읍 금곡리 359-2,가상형,0.0,0.0,37.88344299,126.879196,N,N,1,0.0,0.0,0.0
경기도,파주시,술이홀로,경기도 파주시 법원읍 금곡리217-1,가상형,0.0,0.0,37.8998633,126.8840924,Y,N,1,0.0,0.0,0.0
경기도,파주시,술이홀로,경기도 파주시 법원읍 금곡리302-1,가상형,0.0,0.0,37.88745879,126.8772049,Y,N,1,0.0,0.0,0.0
경기도,파주시,심재로,경기도 파주시 법원읍 대능리 248-4,가상형,0.0,0.0,37.84914424,126.8689394,Y,Y,1,0.0,0.0,0.0
경기도,파주시,자운서운로 9번길,경기도 파주시 법원읍 대능리 250-34,가상형,0.0,0.0,37.85041673,126.8700687,N,Y,1,0.0,0.0,0.0
경기도,파주시,심재로,경기도 파주시 법원읍 대능리 250-38,가상형,0.0,0.0,37.8481521,126.8685281,Y,Y,1,0.0,0.0,0.0
경기도,파주시,술이홀로,경기도 파주시 법원읍 대능리 536-8,가상형,0.0,0.0,37.83485349,126.8519823,N,Y,1,0.0,0.0,0.0
경기도,파주시,사임당로,경기도 파주시 법원읍 동문리 512-6,원호형,10.0,360.0,37.85423355,126.8529955,Y,N,1,0.95,1.007,0.0
경기도,파주시,사임당로,경기도 파주시 법원읍 동문리 580-1,원호형,10.0,360.0,37.85585131,126.8457643,Y,N,1,0.0,1.0,0.0
경기도,파주시,사임당로,경기도 파주시 법원읍 동문리 585-1,원호형,10.0,360.0,37.85597605,126.8453304,Y,N,1,0.0,1.0,0.0
경기도,파주시,사임당로,경기도 파주시 법원읍 동문리 587-1,가상형,0.0,0.0,37.85626909,126.8446572,Y,N,1,11.0,0.0,0.0
경기도,파주시,사임당로,경기도 파주시 법원읍 동문리 640,가상형,0.0,0.0,37.86066908,126.8395143,Y,N,1,0.0,0.0,0.0
경기도,파주시,사임당로,경기도 파주시 법원읍 동문리 648-1,가상형,0.0,0.0,37.86057936,126.8399489,Y,N,1,0.0,0.0,0.0
경기도,파주시,사임당로,경기도 파주시 법원읍 동문리 649-4,가상형,0.0,0.0,37.86022699,126.8407982,Y,N,1,0.0,0.0,0.0
경기도,파주시,사임당로,경기도 파주시 법원읍 동문리 649-4,가상형,0.0,0.0,37.85968992,126.8410241,Y,N,1,0.0,0.0,0.0
경기도,파주시,술이홀로,경기도 파주시 법원읍 법원리 226-2,원호형,10.0,360.0,37.86983248,126.8831207,Y,N,1,0.0,1.0,0.0
경기도,파주시,술이홀로,경기도 파주시 법원읍 법원리 255-6,원호형,10.0,360.0,37.86952046,126.8829989,Y,N,1,3.81,1.027,0.0
경기도,파주시,술이홀로,경기도 파주시 법원읍 법원리 255-6,가상형,0.0,0.0,37.86934182,126.8829999,Y,N,1,3.81,0.0,0.0
경기도,파주시,팔학골길,경기도 파주시 조리읍 봉일천리 62-358,원호형,8.0,200.0,37.736903,126.833201,Y,N,1,4.04,0.823,0.0
경기도,파주시,통일로,경기도 파주시 조리읍 등원리 산 46-2,가상형,0.0,0.0,37.75226875,126.803601,Y,N,1,0.0,0.0,0.0
경기도,파주시,통일로,경기도 파주시 조리읍 등원리 산 46-2,원호형,8.0,200.0,37.752257,126.803562,Y,N,1,0.0,0.8,0.0
경기도,파주시,통일로,경기도 파주시 조리읍 등원리 257-2,원호형,8.0,200.0,37.755839,126.802219,N,Y,1,0.0,0.8,0.0
경기도,파주시,뇌조로74번길,경기도 파주시 조리읍 뇌조리 133-15,원호형,8.0,200.0,37.752351,126.812347,N,N,1,6.09,0.834,0.0
경기도,파주시,뇌조로,경기도 파주시 조리읍 뇌조리 234-2,원호형,10.0,360.0,37.754477,126.812223,N,N,1,3.44,1.024,0.0
경기도,파주시,뇌조로,경기도 파주시 조리읍 뇌조리 산 46-2,원호형,10.0,360.0,37.754714,126.812977,N,N,1,5.71,1.04,0.0
경기도,파주시,뇌조로,경기도 파주시 조리읍 뇌조리 73-8,원호형,8.0,200.0,37.754315,126.819265,N,N,1,0.0,0.8,0.0
경기도,파주시,뇌조로,경기도 파주시 조리읍 뇌조리 89-36,원호형,10.0,360.0,37.754686,126.821079,N,N,1,0.0,1.0,0.0
경기도,파주시,잔모래길,경기도 파주시 조리읍 뇌조리 410-9,원호형,10.0,360.0,37.757458,126.815532,N,N,1,0.0,1.0,0.0
경기도,파주시,잔모래길,경기도 파주시 조리읍 뇌조리 202,원호형,10.0,360.0,37.758753,126.816902,Y,N,1,0.0,1.0,0.0
경기도,파주시,등원로 105번길,경기도 파주시 조리읍 등원리 169-3,원호형,8.0,200.0,37.764688,126.809749,Y,N,1,0.0,0.8,0.0
경기도,파주시,정문로,경기도 파주시 조리읍 뇌조리 526-1,가상형,0.0,0.0,37.770281,126.815656,N,N,1,8.48,0.0,0.0
경기도,파주시,정문로,경기도 파주시 조리읍 뇌조리 535-3,가상형,0.0,0.0,37.770553,126.816473,N,N,1,5.13,0.0,0.0
경기도,파주시,정문로,경기도 파주시 조리읍 뇌조리 산 1-21,가상형,0.0,0.0,37.770719,126.814892,Y,Y,1,8.74,0.0,0.0
경기도,파주시,정문로,경기도 파주시 조리읍 뇌조리 541-1,원호형,10.0,360.0,37.770868,126.814795,Y,Y,1,6.09,1.043,0.0
경기도,파주시,정문로,경기도 파주시 조리읍 뇌조리 540-5,가상형,0.0,0.0,37.772002,126.814088,Y,Y,1,0.0,0.0,0.0
경기도,파주시,정문로,경기도 파주시 조리읍 뇌조리 548-4,원호형,10.0,360.0,37.772605,126.813746,Y,Y,1,0.0,1.0,0.0
경기도,파주시,등원로,경기도 파주시 조리읍 뇌조리 457-2,가상형,0.0,0.0,37.764268,126.819204,Y,Y,1,0.0,0.0,0.0
경기도,파주시,전지미말길,경기도 파주시 조리읍 뇌조리 352-6,원호형,8.0,200.0,37.764945,126.820053,Y,Y,1,0.0,0.8,0.0
경기도,파주시,전지미말길,경기도 파주시 조리읍 뇌조리 352-6,원호형,8.0,200.0,37.765382,126.819848,Y,N,1,0.0,0.8,0.0
경기도,파주시,전지미말길,경기도 파주시 조리읍 뇌조리 352-6,원호형,8.0,200.0,37.765625,126.8194822,Y,N,1,0.0,0.8,0.0
경기도,파주시,전지미말길,경기도 파주시 조리읍 뇌조리 456-2,원호형,8.0,200.0,37.765888,126.819534,Y,N,1,0.0,0.8,0.0
경기도,파주시,전지미말길,경기도 파주시 조리읍 뇌조리 455-5,원호형,10.0,360.0,37.766185,126.819369,N,N,1,0.0,1.0,0.0
경기도,파주시,전지미말길,경기도 파주시 조리읍 뇌조리 468-3,원호형,10.0,360.0,37.767545,126.819269,N,N,1,0.0,1.0,0.0
경기도,파주시,등원로,경기도 파주시 조리읍 뇌조리 352-2,원호형,10.0,360.0,37.764592,126.820562,Y,Y,1,0.0,1.0,0.0
경기도,파주시,등원로,경기도 파주시 조리읍 뇌조리 351-1,원호형,10.0,360.0,37.764669,126.821001,Y,Y,1,0.0,1.0,0.0
경기도,파주시,매봉재길,경기도 파주시 조리읍 오산리 산 59-1,원호형,10.0,360.0,37.773398,126.828872,Y,N,1,2.86,1.02,0.0
경기도,파주시,매봉재길,경기도 파주시 조리읍 오산리 105-4,원호형,10.0,360.0,37.774123,126.828876,Y,N,1,3.02,1.021,0.0
경기도,파주시,매봉재길,경기도 파주시 조리읍 오산리 68-4,원호형,8.0,200.0,37.774114,126.824049,N,N,1,0.0,0.8,0.0
경기도,파주시,등원로353번길,경기도 파주시 조리읍 오산리 129-6,가상형,0.0,0.0,37.774017,126.8317404,Y,N,1,2.13,0.0,0.0
경기도,파주시,등원로353번길,경기도 파주시 조리읍 오산리 136-17,원호형,10.0,360.0,37.774204,126.831895,Y,N,1,0.0,1.0,0.0
경기도,파주시,등원로 391번길,경기도 파주시 조리읍 오산리 산 103,원호형,10.0,360.0,37.777783,126.833527,N,N,1,4.26,1.03,0.0
경기도,파주시,등원로 391번길,경기도 파주시 조리읍 오산리 산 66-4,가상형,0.0,0.0,37.776613,126.834375,Y,N,1,9.37,0.0,0.0
경기도,파주시,탑삭골길,,원호형,10.0,360.0,37.737198,126.792228,N,N,1,0.0,1.0,0.0
경기도,파주시,탑삭골길,,가상형,0.0,0.0,37.737716,126.790702,N,N,1,0.0,0.0,0.0
경기도,파주시,심궁로,경기도 파주시 광탄면 마장리 94-3,기타,8.0,200.0,37.774613,126.882989,Y,N,1,0.0,0.8,0.0
경기도,파주시,보광로,경기도 파주시 광탄면 마장리 100-5,가상형,0.0,0.0,37.773674,126.886058,Y,N,1,4.04,0.0,0.0
경기도,파주시,보광로,경기도 파주시 광탄면 마장리 100-6,가상형,0.0,0.0,37.774028,126.886381,Y,N,1,6.09,0.0,0.0
경기도,파주시,보광로,경기도 파주시 광탄면 마장리 11-2,가상형,0.0,0.0,37.772247,126.894014,N,N,1,2.13,0.0,0.0
경기도,파주시,보광로,경기도 파주시 광탄면 마장리 12-3,가상형,0.0,0.0,37.771566,126.895462,Y,N,1,3.02,0.0,0.0
경기도,파주시,보광로,경기도 파주시 광탄면 마장리 12-3,가상형,0.0,0.0,37.771508,126.896143,Y,N,1,2.7,0.0,0.0
경기도,파주시,보광로,경기도 파주시 광탄면 영장리 315-8,가상형,0.0,0.0,37.770834,126.898806,Y,Y,1,0.0,0.0,0.0
경기도,파주시,보광로,경기도 파주시 광탄면 영장리 315-8,가상형,0.0,0.0,37.770736,126.899101,Y,Y,1,0.0,0.0,0.0
경기도,파주시,보광로,경기도 파주시 광탄면 영장리 314-5,가상형,0.0,0.0,37.770516,126.900324,N,N,1,0.0,0.0,0.0
경기도,파주시,보광로741번길,경기도 파주시 광탄면 영장리 333-3,가상형,0.0,0.0,37.769441,126.899531,N,N,1,0.0,0.0,0.0
경기도,파주시,보광로,경기도 파주시 광탄면 영장리 산 15-5,원호형,10.0,360.0,37.770415,126.901215,N,N,1,0.0,1.0,0.0
경기도,파주시,보광로,경기도 파주시 광탄면 영장리 산 15-7,가상형,0.0,0.0,37.770184,126.902112,N,N,1,1.35,0.0,0.0
경기도,파주시,보광로,경기도 파주시 광탄면 영장리 산 15-7,가상형,0.0,0.0,37.769784,126.903077,N,N,1,0.0,0.0,0.0
경기도,파주시,보광로,경기도 파주시 광탄면 영장리 산 26-3,가상형,0.0,0.0,37.767246,126.903713,N,N,1,9.65,0.0,0.0
경기도,파주시,보광로,경기도 파주시 광탄면 영장리 357-8,가상형,0.0,0.0,37.765369,126.903421,N,N,1,6.72,0.0,0.0
경기도,파주시,보광로,경기도 파주시 광탄면 영장리 130-1,가상형,0.0,0.0,37.760565,126.906332,N,Y,1,5.13,0.0,0.0
경기도,파주시,보광로,경기도 파주시 광탄면 영장리 112-1,원호형,10.0,360.0,37.759143,126.907718,Y,Y,1,4.76,1.033,0.0
경기도,파주시,보광로,경기도 파주시 광탄면 영장리 103-9,가상형,0.0,0.0,37.758909,126.907963,Y,Y,1,4.76,0.0,0.0
경기도,파주시,보광로,경기도 파주시 광탄면 영장리 97-2,기타,10.0,360.0,37.758503,126.908196,Y,N,1,4.86,1.034,0.0
경기도,파주시,보광로,경기도 파주시 광탄면 영장리 101-2,가상형,0.0,0.0,37.757907,126.908248,Y,N,1,4.86,0.0,0.0
경기도,파주시,보광로,경기도 파주시 광탄면 영장리 85-3,가상형,0.0,0.0,37.757474,126.908257,Y,N,1,4.26,0.0,0.0
경기도,파주시,보광로,경기도 파주시 광탄면 영장리 86-6,원호형,10.0,360.0,37.757069,126.908274,Y,N,1,3.93,1.028,0.0
경기도,파주시,보광로,경기도 파주시 광탄면 영장리 86-6,가상형,0.0,0.0,37.756776,126.908289,Y,N,1,3.93,0.0,0.0
경기도,파주시,보광로,,원호형,10.0,360.0,37.755627,126.9085975,Y,N,1,7.83,1.055,0.0
경기도,파주시,보광로,,가상형,0.0,0.0,37.75490783,126.908487,Y,Y,1,4.76,0.0,0.0
경기도,파주시,기산로,경기도 파주시 광탄면 영장리 232-5,원호형,10.0,360.0,37.774168,126.904326,N,N,1,0.0,1.0,0.0
경기도,파주시,기산로,경기도 파주시 광탄면 영장리 240-4,가상형,0.0,0.0,37.775206,126.906685,N,Y,1,0.0,0.0,0.0
경기도,파주시,기산로,경기도 파주시 광탄면 영장리 244-5,원호형,10.0,360.0,37.775629,126.908407,Y,Y,1,0.95,1.007,0.0
경기도,파주시,쇠장이길,경기도 파주시 광탄면 기산리 658-2,원호형,10.0,360.0,37.777202,126.909325,Y,N,1,0.0,1.0,0.0
경기도,파주시,쇠장이길,경기도 파주시 광탄면 기산리 658-8,가상형,0.0,0.0,37.777819,126.909619,Y,N,1,0.95,0.0,0.0
경기도,파주시,쇠장이길,경기도 파주시 광탄면 기산리 656-2,원호형,10.0,360.0,37.778862,126.909771,Y,N,1,12.6,1.087,0.0
경기도,파주시,쇠장이길,경기도 파주시 광탄면 기산리 산 187-1,원호형,10.0,360.0,37.780569,126.909974,N,N,1,2.86,1.02,0.0
경기도,파주시,쇠장이길,경기도 파주시 광탄면 기산리 639-2,가상형,0.0,0.0,37.783896,126.909927,Y,N,1,0.0,0.0,0.0
경기도,파주시,쇠장이길,경기도 파주시 광탄면 기산리 608-3,가상형,0.0,0.0,37.785919,126.910492,Y,N,1,4.86,0.0,0.0
경기도,파주시,기산로,경기도 파주시 광탄면 기산리 571-13,원호형,10.0,360.0,37.776016,126.911321,Y,N,1,1.35,1.01,0.0
경기도,파주시,기산로,경기도 파주시 광탄면 기산리 571-20,원호형,10.0,360.0,37.776008,126.912289,Y,Y,1,11.46,1.079,0.0
경기도,파주시,화합로,경기도 파주시 법원읍 법원리 400-2,가상형,0.0,0.0,37.84631328,126.888203,Y,Y,1,10.76,0.0,0.0
경기도,파주시,화합로,경기도 파주시 법원읍 법원리 400-3,가상형,0.0,0.0,37.84641504,126.8877956,Y,Y,1,9.51,0.0,0.0
경기도,파주시,화합로,경기도 파주시 법원읍 법원리 415-19,가상형,0.0,0.0,37.8465279,126.885443,Y,Y,1,0.0,0.0,0.0
경기도,파주시,화합로,경기도 파주시 법원읍 법원리 415-52,가상형,0.0,0.0,37.8465346,126.8860264,Y,Y,1,0.0,0.0,0.0
경기도,파주시,사임당로,경기도 파주시 법원읍 법원리 418-3,가상형,0.0,0.0,37.84734538,126.8856762,Y,Y,1,0.95,0.0,0.0
경기도,파주시,사임당로,경기도 파주시 법원읍 법원리 418-3,가상형,0.0,0.0,37.84730585,126.8856458,Y,Y,1,0.0,0.0,0.0
경기도,파주시,사임당로,경기도 파주시 법원읍 법원리 423-3,원호형,10.0,360.0,37.84792546,126.8811618,Y,Y,1,0.0,1.0,0.0
경기도,파주시,사임당로,경기도 파주시 법원읍 법원리 440-15,가상형,0.0,0.0,37.85011318,126.8774696,Y,Y,1,0.0,0.0,0.0
경기도,파주시,사임당로,경기도 파주시 법원읍 법원리 443-5,가상형,0.0,0.0,37.84844998,126.8776017,Y,Y,1,0.0,0.0,0.0
경기도,파주시,사임당로,경기도 파주시 법원읍 법원리 456-41,가상형,0.0,0.0,37.85051745,126.8775429,Y,Y,1,0.0,0.0,0.0
